VARIABLE NAME	API data type	NAME OF DATA ELEMENT
BBRR4_FED_UGUNK_DFLT	string	Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers in default after 4 years
BBRR4_FED_UGUNK_DLNQ	string	Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers in delinquency after 4 years
BBRR4_FED_UGUNK_FBR	string	Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers in forbearance after 4 years
BBRR4_FED_UGUNK_DFR	string	Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers in deferment after 4 years
BBRR4_FED_UGUNK_NOPROG	string	Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers not making progress after 4 years
BBRR4_FED_UGUNK_MAKEPROG	string	Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers making progress after 4 years
BBRR4_FED_UGUNK_PAIDINFULL	string	Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers paid in full after 4 years
BBRR4_FED_UGUNK_DISCHARGE	string	Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers with all loans discharged after 4 years
BBRR4_FED_GR_N	integer	Graduate federal student loan borrower-based 4-year borrower count
BBRR4_FED_GR_DFLT	string	Percentage of graduate federal student loan borrowers in default after 4 years
BBRR4_FED_GR_DLNQ	string	Percentage of graduate federal student loan borrowers in delinquency after 4 years
BBRR4_FED_GR_FBR	string	Percentage of graduate federal student loan borrowers in forbearance after 4 years
BBRR4_FED_GR_DFR	string	Percentage of graduate federal student loan borrowers in deferment after 4 years
BBRR4_FED_GR_NOPROG	string	Percentage of graduate federal student loan borrowers not making progress after 4 years
BBRR4_FED_GR_MAKEPROG	string	Percentage of graduate federal student loan borrowers making progress after 4 years
BBRR4_FED_GR_PAIDINFULL	string	Percentage of graduate federal student loan borrowers paid in full after 4 years
BBRR4_FED_GR_DISCHARGE	string	Percentage of graduate federal student loan borrowers with all loans discharged after 4 years
BBRR4_FED_GRCOMP_N	integer	Graduate completer graduate federal student loan borrower-based 4-year borrower count
BBRR4_FED_GRCOMP_DFLT	string	Percentage of graduate completer graduate federal student loan borrowers in default after 4 years
BBRR4_FED_GRCOMP_DLNQ	string	Percentage of graduate completer graduate federal student loan borrowers in delinquency after 4 years
BBRR4_FED_GRCOMP_FBR	string	Percentage of graduate completer graduate federal student loan borrowers in forbearance after 4 years
BBRR4_FED_GRCOMP_DFR	string	Percentage of graduate completer graduate federal student loan borrowers in deferment after 4 years
BBRR4_FED_GRCOMP_NOPROG	string	Percentage of graduate completer graduate federal student loan borrowers not making progress after 4 years
BBRR4_FED_GRCOMP_MAKEPROG	string	Percentage of graduate completer graduate federal student loan borrowers making progress after 4 years
BBRR4_FED_GRCOMP_PAIDINFULL	string	Percentage of graduate completer graduate federal student loan borrowers paid in full after 4 years
BBRR4_FED_GRCOMP_DISCHARGE	string	Percentage of graduate completer graduate federal student loan borrowers with all loans discharged after 4 years
BBRR4_FED_GRNOCOMP_N	integer	Graduate non-completer graduate federal student loan borrower-based 4-year borrower count
BBRR4_FED_GRNOCOMP_DFLT	string	Percentage of graduate non-completer graduate federal student loan borrowers in default after 4 years
BBRR4_FED_GRNOCOMP_DLNQ	string	Percentage of graduate non-completer graduate federal student loan borrowers in delinquency after 4 years
BBRR4_FED_GRNOCOMP_FBR	string	Percentage of graduate non-completer graduate federal student loan borrowers in forbearance after 4 years
BBRR4_FED_GRNOCOMP_DFR	string	Percentage of graduate non-completer graduate federal student loan borrowers in deferment after 4 years
BBRR4_FED_GRNOCOMP_NOPROG	string	Percentage of graduate non-completer graduate federal student loan borrowers not making progress after 4 years
BBRR4_FED_GRNOCOMP_MAKEPROG	string	Percentage of graduate non-completer graduate federal student loan borrowers making progress after 4 years
BBRR4_FED_GRNOCOMP_PAIDINFULL	string	Percentage of graduate non-completer graduate federal student loan borrowers paid in full after 4 years
BBRR4_FED_GRNOCOMP_DISCHARGE	string	Percentage of graduate non-completer graduate federal student loan borrowers with all loans discharged after 4 years
BBRR4_PP_UG_N	integer	Undergraduate student Parent PLUS Loan borrower-based 4-year borrower count
BBRR4_PP_UG_DFLT	string	Percentage of undergraduate student Parent PLUS Loan borrowers in default after 4 years
BBRR4_PP_UG_DLNQ	string	Percentage of undergraduate student Parent PLUS Loan borrowers in delinquency after 4 years
BBRR4_PP_UG_FBR	string	Percentage of undergraduate student Parent PLUS Loan borrowers in forbearance after 4 years
BBRR4_PP_UG_DFR	string	Percentage of undergraduate student Parent PLUS Loan borrowers in deferment after 4 years
BBRR4_PP_UG_NOPROG	string	Percentage of undergraduate student Parent PLUS Loan borrowers not making progress after 4 years
BBRR4_PP_UG_MAKEPROG	string	Percentage of undergraduate student Parent PLUS Loan borrowers making progress after 4 years
BBRR4_PP_UG_PAIDINFULL	string	Percentage of undergraduate student Parent PLUS Loan borrowers paid in full after 4 years
BBRR4_PP_UG_DISCHARGE	string	Percentage of undergraduate student Parent PLUS Loan borrowers with all loans discharged after 4 years
BBRR4_PP_UGCOMP_N	integer	Undergraduate completer undergraduate student Parent PLUS Loan borrower-based 4-year borrower count
BBRR4_PP_UGCOMP_DFLT	string	Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers in default after 4 years
BBRR4_PP_UGCOMP_DLNQ	string	Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers in delinquency after 4 years
BBRR4_PP_UGCOMP_FBR	string	Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers in forbearance after 4 years
BBRR4_PP_UGCOMP_DFR	string	Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers in deferment after 4 years
BBRR4_PP_UGCOMP_NOPROG	string	Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers not making progress after 4 years
BBRR4_PP_UGCOMP_MAKEPROG	string	Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers making progress after 4 years
BBRR4_PP_UGCOMP_PAIDINFULL	string	Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers paid in full after 4 years
BBRR4_PP_UGCOMP_DISCHARGE	string	Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers with all loans discharged after 4 years
BBRR4_PP_UGNOCOMP_N	integer	Undergraduate non-completer undergraduate student Parent PLUS Loan borrower-based 4-year borrower count
BBRR4_PP_UGNOCOMP_DFLT	string	Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers in default after 4 years
BBRR4_PP_UGNOCOMP_DLNQ	string	Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers in delinquency after 4 years
BBRR4_PP_UGNOCOMP_FBR	string	Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers in forbearance after 4 years
BBRR4_PP_UGNOCOMP_DFR	string	Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers in deferment after 4 years
BBRR4_PP_UGNOCOMP_NOPROG	string	Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers not making progress after 4 years
BBRR4_PP_UGNOCOMP_MAKEPROG	string	Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers making progress after 4 years
BBRR4_PP_UGNOCOMP_PAIDINFULL	string	Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers paid in full after 4 years
BBRR4_PP_UGNOCOMP_DISCHARGE	string	Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers with all loans discharged after 4 years
BBRR4_PP_UGUNK_N	integer	Undergraduate unknown completion status undergraduate student Parent PLUS Loan borrower-based 4-year borrower count
BBRR4_PP_UGUNK_DFLT	string	Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers in default after 4 years
BBRR4_PP_UGUNK_DLNQ	string	Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers in delinquency after 4 years
BBRR4_PP_UGUNK_FBR	string	Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers in forbearance after 4 years
BBRR4_PP_UGUNK_DFR	string	Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers in deferment after 4 years
BBRR4_PP_UGUNK_NOPROG	string	Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers not making progress after 4 years
BBRR4_PP_UGUNK_MAKEPROG	string	Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers making progress after 4 years
BBRR4_PP_UGUNK_PAIDINFULL	string	Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers paid in full after 4 years
BBRR4_PP_UGUNK_DISCHARGE	string	Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers with all loans discharged after 4 years
BBRR4_FED_IND_N	integer	Independent federal student loan borrower-based 4-year borrower count
BBRR4_FED_IND_DFLT	string	Percentage of independent federal student loan borrowers in default after 4 years
BBRR4_FED_IND_DLNQ	string	Percentage of independent federal student loan borrowers in delinquency after 4 years
BBRR4_FED_IND_FBR	string	Percentage of independent federal student loan borrowers in forbearance after 4 years
BBRR4_FED_IND_DFR	string	Percentage of independent federal student loan borrowers in deferment after 4 years
BBRR4_FED_IND_NOPROG	string	Percentage of independent federal student loan borrowers not making progress after 4 years
BBRR4_FED_IND_MAKEPROG	string	Percentage of independent federal student loan borrowers making progress after 4 years
BBRR4_FED_IND_PAIDINFULL	string	Percentage of independent federal student loan borrowers paid in full after 4 years
BBRR4_FED_IND_DISCHARGE	string	Percentage of independent federal student loan borrowers with all loans discharged after 4 years
BBRR4_FED_DEP_N	integer	Dependent federal student loan borrower-based 4-year borrower count
BBRR4_FED_DEP_DFLT	string	Percentage of dependent federal student loan borrowers in default after 4 years
BBRR4_FED_DEP_DLNQ	string	Percentage of dependent federal student loan borrowers in delinquency after 4 years
BBRR4_FED_DEP_FBR	string	Percentage of dependent federal student loan borrowers in forbearance after 4 years
BBRR4_FED_DEP_DFR	string	Percentage of dependent federal student loan borrowers in deferment after 4 years
BBRR4_FED_DEP_NOPROG	string	Percentage of dependent federal student loan borrowers not making progress after 4 years
BBRR4_FED_DEP_MAKEPROG	string	Percentage of dependent federal student loan borrowers making progress after 4 years
BBRR4_FED_DEP_PAIDINFULL	string	Percentage of dependent federal student loan borrowers paid in full after 4 years
BBRR4_FED_DEP_DISCHARGE	string	Percentage of dependent federal student loan borrowers with all loans discharged after 4 years
BBRR4_FED_PELL_N	integer	Pell Grant recipient federal student loan borrower-based 4-year borrower count
BBRR4_FED_PELL_DFLT	string	Percentage of Pell Grant recipient federal student loan borrowers in default after 4 years
BBRR4_FED_PELL_DLNQ	string	Percentage of Pell Grant recipient federal student loan borrowers in delinquency after 4 years
BBRR4_FED_PELL_FBR	string	Percentage of Pell Grant recipient federal student loan borrowers in forbearance after 4 years
BBRR4_FED_PELL_DFR	string	Percentage of Pell Grant recipient federal student loan borrowers in deferment after 4 years
BBRR4_FED_PELL_NOPROG	string	Percentage of Pell Grant recipient federal student loan borrowers not making progress after 4 years
BBRR4_FED_PELL_MAKEPROG	string	Percentage of Pell Grant recipient federal student loan borrowers making progress after 4 years
BBRR4_FED_PELL_PAIDINFULL	string	Percentage of Pell Grant recipient federal student loan borrowers paid in full after 4 years
BBRR4_FED_PELL_DISCHARGE	string	Percentage of Pell Grant recipient federal student loan borrowers with all loans discharged after 4 years
BBRR4_FED_NOPELL_N	integer	Non-Pell Grant recipient federal student loan borrower-based 4-year borrower count
BBRR4_FED_NOPELL_DFLT	string	Percentage of non-Pell Grant recipient federal student loan borrowers in default after 4 years
